index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
88,99,0,0.895329,-698,-0.6974,-2,-0.119286,-1,-0.341354
89,100,0,0.905389,-698,-0.6986,0,-0.119286,2,-0.17966
90,101,0,0.915449,-700,-0.6998,-2,-0.119286,-2,-0.017966
91,102,0,0.925509,-701,-0.7008,-1,-0.0994048,1,0.233558
92,103,0,0.935569,-702,-0.702,-1,-0.119286,0,0.26949
93,104,0,0.945629,-703,-0.7032,-1,-0.119286,0,0.664742
94,105,0,0.955689,-704,-0.7042,-1,-0.0994048,0,0.808471
95,106,0,0.965749,-706,-0.705,-2,-0.0795238,-1,0.880335
96,107,0,0.975808,-706,-0.7058,0,-0.0795238,2,0.970165
97,108,0,0.985868,-706,-0.7066,0,-0.0795238,0,1.16779
98,109,0,0.995928,-707,-0.707,-1,-0.0397619,-1,1.16779
99,110,0,1.00599,-708,-0.7074,-1,-0.0397619,0,1.05999
100,111,0,1.01605,-708,-0.7078,0,-0.0397619,1,0.952199
101,112,0,1.02611,-708,-0.708,0,-0.019881,0,0.862369
102,113,0,1.03617,-708,-0.708,0,0,0,0.700674
103,114,0,1.04623,-708,-0.708,0,0,0,0.467116
104,115,0,1.05629,-708,-0.708,0,0,0,0.377286
105,116,0,1.06635,-708,-0.708,0,0,0,0.251524
106,117,0,1.07641,-708,-0.708,0,0,0,0.0898301
107,118,0,1.08647,-708,-0.708,0,0,0,0
108,119,0,1.09653,-708,-0.708,0,0,0,0
109,120,0,1.10659,-708,-0.708,0,0,0,0
110,121,0,1.11665,-708,-0.708,0,0,0,0
111,122,0,1.12671,-708,-0.708,0,0,0,0
112,123,0,1.13677,-708,-0.708,0,0,0,0
113,124,0,1.14683,-708,-0.708,0,0,0,0
114,125,0,1.15689,-708,-0.708,0,0,0,0
115,126,0,1.16695,-708,-0.708,0,0,0,0
116,127,0,1.17701,-708,-0.708,0,0,0,0
117,128,0,1.18707,-708,-0.708,0,0,0,0
118,129,0,1.19713,-708,-0.708,0,0,0,0
119,130,0,1.20719,-708,-0.708,0,0,0,0
120,131,0,1.21725,-708,-0.708,0,0,0,0
121,132,0,1.22731,-708,-0.708,0,0,0,0
122,133,0,1.23737,-708,-0.708,0,0,0,0
123,134,0,1.24743,-708,-0.708,0,0,0,0
124,135,0,1.25749,-708,-0.708,0,0,0,0
125,136,0,1.26754,-708,-0.708,0,0,0,0
126,137,0,1.2776,-708,-0.708,0,0,0,0
127,138,0,1.28766,-708,-0.708,0,0,0,0
128,139,0,1.29772,-708,-0.708,0,0,0,0
129,140,0,1.30778,-708,-0.708,0,0,0,0
130,141,0,1.31784,-708,-0.708,0,0,0,0
131,142,0,1.3279,-708,-0.708,0,0,0,0
132,143,0,1.33796,-708,-0.708,0,0,0,0
133,144,0,1.34802,-708,-0.708,0,0,0,0
134,145,0,1.35808,-708,-0.708,0,0,0,0
135,146,0,1.36814,-708,-0.708,0,0,0,0
136,147,0,1.3782,-708,-0.708,0,0,0,0
137,148,0,1.38826,-708,-0.708,0,0,0,0
138,149,0,1.39832,-708,-0.708,0,0,0,0
139,150,0,1.40838,-708,-0.708,0,0,0,0
140,151,0,1.41844,-708,-0.708,0,0,0,0
141,152,0,1.4285,-708,-0.708,0,0,0,0
142,153,0,1.43856,-708,-0.708,0,0,0,0
143,154,0,1.44862,-708,-0.708,0,0,0,0
144,155,0,1.45868,-708,-0.708,0,0,0,0
145,156,0,1.46874,-708,-0.708,0,0,0,0
146,157,0,1.4788,-708,-0.708,0,0,0,0
147,158,0,1.48886,-708,-0.708,0,0,0,0
148,159,0,1.49892,-708,-0.708,0,0,0,0
149,160,0,1.50898,-708,-0.708,0,0,0,0
150,161,0,1.51904,-708,-0.708,0,0,0,0
151,162,0,1.5291,-708,-0.708,0,0,0,0
152,163,0,1.53916,-708,-0.708,0,0,0,0
153,164,0,1.54922,-708,-0.708,0,0,0,0
154,165,0,1.55928,-708,-0.708,0,0,0,0
155,166,0,1.56934,-708,-0.708,0,0,0,0
156,167,0,1.5794,-708,-0.708,0,0,0,0
157,168,0,1.58946,-708,-0.708,0,0,0,0
158,169,0,1.59952,-708,-0.708,0,0,0,0
159,170,0,1.60958,-708,-0.708,0,0,0,0
160,171,0,1.61964,-708,-0.708,0,0,0,0
161,172,0,1.6297,-708,-0.708,0,0,0,0
162,173,0,1.63976,-708,-0.708,0,0,0,0
163,174,0,1.64982,-708,-0.708,0,0,0,0
164,175,0,1.65988,-708,-0.708,0,0,0,0
165,176,0,1.66994,-708,-0.708,0,0,0,0
166,177,0,1.68,-708,-0.708,0,0,0,0
