index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
99,110,0,1.00503,-654,-0.6534,-11,-1.0348,-1,5.76015
100,110,1,1.01508,-664,-0.6622,-10,-0.8756,1,5.81415
101,112,0,1.02513,-673,-0.67,-9,-0.7761,1,5.09413
102,113,0,1.03518,-677,-0.677,-4,-0.6965,5,4.23011
103,114,0,1.04523,-682,-0.6836,-5,-0.6567,-1,3.24008
104,115,0,1.05528,-689,-0.6898,-7,-0.6169,-2,2.03405
105,116,0,1.06533,-697,-0.6966,-8,-0.6766,-1,0.630016
106,117,0,1.07538,-704,-0.704,-7,-0.7363,1,0.0720018
107,118,0,1.08543,-711,-0.7114,-7,-0.7363,0,-0.144004
108,119,0,1.09548,-719,-0.7186,-8,-0.7164,-1,0.144004
109,120,0,1.10553,-726,-0.7258,-7,-0.7164,1,0.576015
110,121,0,1.11558,-733,-0.733,-7,-0.7164,0,1.36803
111,122,0,1.12563,-740,-0.7396,-7,-0.6567,0,1.89005
112,123,0,1.13568,-747,-0.7462,-7,-0.6567,0,2.52006
113,124,0,1.14573,-752,-0.7524,-5,-0.6169,2,3.33008
114,125,0,1.15578,-759,-0.7586,-7,-0.6169,-2,4.51811
115,126,0,1.16583,-764,-0.7644,-5,-0.5771,2,5.68814
116,127,0,1.17588,-771,-0.77,-7,-0.5572,-2,6.66017
117,128,0,1.18593,-776,-0.7744,-5,-0.4378,2,7.41619
118,129,0,1.19598,-780,-0.7778,-4,-0.3383,1,7.48819
119,130,0,1.20603,-781,-0.7798,-1,-0.199,3,7.20018
120,131,0,1.21608,-781,-0.7808,0,-0.0995,1,6.37216
121,132,0,1.22613,-781,-0.781,0,-0.0199,0,5.22013
122,133,0,1.23618,-781,-0.781,0,0,0,3.67209
123,134,0,1.24623,-781,-0.7812,0,-0.0199,0,2.37606
124,135,0,1.25628,-781,-0.7814,0,-0.0199,0,1.22403
125,136,0,1.26633,-782,-0.7816,-1,-0.0199,-1,0.522013
126,137,0,1.27638,-782,-0.7818,0,-0.0199,1,0.180005
127,138,0,1.28643,-782,-0.782,0,-0.0199,0,0.180005
128,139,0,1.29648,-782,-0.782,0,0,0,0.270007
129,140,0,1.30653,-782,-0.782,0,0,0,0.252006
130,141,0,1.31658,-782,-0.782,0,0,0,0.216005
131,142,0,1.32663,-782,-0.782,0,0,0,0.162004
132,143,0,1.33668,-782,-0.782,0,0,0,0.0900023
133,144,0,1.34673,-782,-0.782,0,0,0,0
134,145,0,1.35678,-782,-0.782,0,0,0,0
135,146,0,1.36683,-782,-0.782,0,0,0,0
136,147,0,1.37688,-782,-0.782,0,0,0,0
137,148,0,1.38693,-782,-0.782,0,0,0,0
138,149,0,1.39698,-782,-0.782,0,0,0,0.0900023
139,150,0,1.40704,-782,-0.782,0,0,0,0.162004
140,151,0,1.41709,-782,-0.782,0,0,0,0.216005
141,152,0,1.42714,-782,-0.782,0,0,0,0.252006
142,153,0,1.43719,-782,-0.782,0,0,0,0.270007
143,154,0,1.44724,-782,-0.7818,0,0.0199,0,0.180005
144,155,0,1.45729,-782,-0.7816,0,0.0199,0,0.180005
145,156,0,1.46734,-781,-0.7814,1,0.0199,1,0.162004
146,157,0,1.47739,-781,-0.7812,0,0.0199,-1,0.126003
147,158,0,1.48744,-781,-0.781,0,0.0199,0,0.0720018
148,159,0,1.49749,-781,-0.781,0,0,0,5.96046e-09
149,160,0,1.50754,-781,-0.7808,0,0.0199,0,-0.0720018
150,161,0,1.51759,-781,-0.7806,0,0.0199,0,-0.126003
151,162,0,1.52764,-780,-0.7804,1,0.0199,1,-0.162004
152,163,0,1.53769,-780,-0.7802,0,0.0199,-1,-0.180005
153,164,0,1.54774,-780,-0.78,0,0.0199,0,-0.180005
154,165,0,1.55779,-780,-0.78,0,0,0,-0.180005
155,166,0,1.56784,-780,-0.78,0,0,0,-0.0900023
156,167,0,1.57789,-780,-0.78,0,0,0,0
157,168,0,1.58794,-780,-0.78,0,0,0,0.180005
158,169,0,1.59799,-780,-0.78,0,0,0,0.342009
159,170,0,1.60804,-780,-0.7798,0,0.0199,0,0.39601
160,171,0,1.61809,-780,-0.7796,0,0.0199,0,0.342009
161,172,0,1.62814,-779,-0.7794,1,0.0199,1,0.360009
162,173,0,1.63819,-779,-0.779,0,0.0398,-1,0.252006
163,174,0,1.64824,-779,-0.7786,0,0.0398,0,0.126003
164,175,0,1.65829,-778,-0.7784,1,0.0199,1,0.0720018
165,176,0,1.66834,-778,-0.7782,0,0.0199,-1,0.0900023
166,177,0,1.67839,-778,-0.7778,0,0.0398,0,0
167,178,0,1.68844,-778,-0.7776,0,0.0199,0,-0.0900023
168,179,0,1.69849,-777,-0.7774,1,0.0199,1,-0.0720018
169,180,0,1.70854,-777,-0.777,0,0.0398,-1,-0.126003
170,181,0,1.71859,-777,-0.7766,0,0.0398,0,-0.162004
171,182,0,1.72864,-776,-0.7764,1,0.0199,1,-0.198005
172,183,0,1.73869,-776,-0.7762,0,0.0199,-1,-0.0360009
173,184,0,1.74874,-776,-0.776,0,0.0199,0,0.0180005
174,185,0,1.75879,-776,-0.776,0,0,0,0.0540014
175,186,0,1.76884,-776,-0.7758,0,0.0199,0,0.0900023
176,187,0,1.77889,-776,-0.7756,0,0.0199,0,0.234006
177,188,0,1.78894,-775,-0.7752,1,0.0398,1,0.180005
178,189,0,1.79899,-775,-0.7748,0,0.0398,-1,0.216005
179,190,0,1.80905,-774,-0.7744,1,0.0398,1,0.234006
180,191,0,1.8191,-774,-0.7742,0,0.0199,-1,0.126003
181,192,0,1.82915,-774,-0.7738,0,0.0398,0,2.98023e-09
182,193,0,1.8392,-774,-0.7736,0,0.0199,0,-0.0360009
183,194,0,1.84925,-773,-0.7732,1,0.0398,1,-0.0720018
184,195,0,1.8593,-773,-0.7728,0,0.0398,-1,-5.96046e-09
185,196,0,1.86935,-772,-0.7724,1,0.0398,1,0.0720018
186,197,0,1.8794,-772,-0.7722,0,0.0199,-1,0.126003
187,198,0,1.88945,-772,-0.7718,0,0.0398,0,0.162004
188,199,0,1.8995,-772,-0.7716,0,0.0199,0,0.180005
189,200,0,1.90955,-771,-0.7712,1,0.0398,1,0.180005
190,201,0,1.9196,-771,-0.7708,0,0.0398,-1,0.180005
191,202,0,1.92965,-770,-0.7702,1,0.0597,1,0.180005
192,203,0,1.9397,-770,-0.7698,0,0.0398,-1,0.108003
193,204,0,1.94975,-769,-0.7692,1,0.0597,1,0.0870022
194,205,0,1.9598,-769,-0.7688,0,0.0398,-1,-0.0321437
195,206,0,1.96985,-768,-0.7684,1,0.0398,1,0.0385724
196,207,0,1.9799,-768,-0.768,0,0.0398,-1,-0.0360009
197,208,0,1.98995,-768,-0.76775,0,0.04975,0,0
198,209,0,2,-767,-0.767667,1,0.0331667,1,-0.0550014
