index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.010087,0,0,0,0,0,0
1,11,0,0.0201739,0,0,0,0,0,0
2,12,0,0.0302609,0,0,0,0,0,0
3,13,0,0.0403478,0,0,0,0,0,0
4,14,0,0.0504348,0,0,0,0,0,0
5,15,0,0.0605217,0,0,0,0,0,0
6,16,0,0.0706087,0,0,0,0,0,0
7,17,0,0.0806957,0,0,0,0,0,0
8,18,0,0.0907826,0,0,0,0,0,0
9,19,0,0.10087,0,0,0,0,0,0
10,20,0,0.110957,0,0,0,0,0,0
11,21,0,0.121043,0,0,0,0,0,0
12,22,0,0.13113,0,0,0,0,0,0
13,23,0,0.141217,0,0,0,0,0,0
14,24,0,0.151304,0,0,0,0,0,0
15,25,0,0.161391,0,0,0,0,0,0
16,26,0,0.171478,0,0,0,0,0,0
17,27,0,0.181565,0,0,0,0,0,0
18,28,0,0.191652,0,0,0,0,0,0
19,29,0,0.201739,0,0,0,0,0,0
20,30,0,0.211826,0,0,0,0,0,0
21,31,0,0.221913,0,0,0,0,0,0
22,32,0,0.232,0,0,0,0,0,0
23,33,0,0.242087,0,0,0,0,0,0
24,34,0,0.252174,0,0,0,0,0,0
25,35,0,0.262261,0,0,0,0,0,0
26,36,0,0.272348,0,0,0,0,0,0
27,37,0,0.282435,0,0,0,0,0,0
28,38,0,0.292522,0,0,0,0,0,0
29,39,0,0.302609,0,0,0,0,0,0
30,40,0,0.312696,0,0,0,0,0,0
31,41,0,0.322783,0,0,0,0,0,0
32,42,0,0.33287,0,0,0,0,0,0
33,43,0,0.342957,0,0,0,0,0,0
34,44,0,0.353043,0,0,0,0,0,0
35,45,0,0.36313,0,0,0,0,0,0
36,46,0,0.373217,0,0,0,0,0,0
37,47,0,0.383304,0,0,0,0,0,0
38,48,0,0.393391,0,0,0,0,0,0
39,49,0,0.403478,0,0,0,0,0,0
40,50,0,0.413565,0,0,0,0,0,0
41,51,0,0.423652,0,0,0,0,0,0
42,52,0,0.433739,0,0,0,0,0,0
43,53,0,0.443826,0,0,0,0,0,0
44,54,0,0.453913,0,0,0,0,0,0
45,55,0,0.464,0,0,0,0,0,0
46,56,0,0.474087,0,0,0,0,0,0
47,57,0,0.484174,0,0,0,0,0,0
48,58,0,0.494261,0,0,0,0,0,0
49,59,0,0.504348,0,0,0,0,0,0
50,60,0,0.514435,0,0,0,0,0,0
51,61,0,0.524522,0,0,0,0,0,0
52,62,0,0.534609,0,0,0,0,0,0
53,63,0,0.544696,0,0,0,0,0,0
54,64,0,0.554783,0,0,0,0,0,0
55,65,0,0.56487,0,0,0,0,0,0
56,66,0,0.574957,0,0,0,0,0,0
57,67,0,0.585043,0,0,0,0,0,0
58,68,0,0.59513,0,0,0,0,0,0
59,69,0,0.605217,0,0,0,0,0,-0.0893485
60,70,0,0.615304,0,0,0,0,0,-0.250176
61,71,0,0.625391,0,0,0,0,0,-0.464612
62,72,0,0.635478,0,0,0,0,0,-0.804136
63,73,0,0.645565,0,0,0,0,0,-1.23301
64,74,0,0.655652,0,-0.0002,0,-0.0198276,0,-1.62614
65,76,0,0.665739,0,-0.0006,0,-0.0396552,0,-2.14436
66,77,0,0.675826,-1,-0.0012,-1,-0.0594828,-1,-2.64471
67,78,0,0.685913,-2,-0.0022,-1,-0.0991379,0,-3.09146
68,79,0,0.696,-3,-0.0036,-1,-0.138793,0,-3.44885
69,80,0,0.706087,-5,-0.0052,-2,-0.158621,-1,-3.7705
70,81,0,0.716174,-7,-0.0074,-2,-0.218103,0,-3.93133
71,82,0,0.726261,-9,-0.01,-2,-0.257759,0,-4.11003
72,83,0,0.736348,-13,-0.013,-4,-0.297414,-2,-4.18151
73,84,0,0.746435,-16,-0.0164,-3,-0.337069,1,-4.32447
74,85,0,0.756522,-20,-0.0204,-4,-0.396552,-1,-4.43168
75,86,0,0.766609,-24,-0.0246,-4,-0.416379,0,-4.39594
76,87,0,0.776696,-29,-0.0294,-5,-0.475862,-1,-4.41381
77,88,0,0.786783,-34,-0.0346,-5,-0.515517,0,-4.48529
