Time,Potential Energy,Kinetic Energy,Total Energy
0.00987013,1.24320168,0.0,1.24320168
0.0197403,1.24320168,0.0,1.24320168
0.0296104,1.24320168,0.0,1.24320168
0.0394805,1.24320168,0.0,1.24320168
0.0493506,1.24320168,0.0,1.24320168
0.0592208,1.24320168,0.0,1.24320168
0.0690909,1.24320168,0.0,1.24320168
0.078961,1.24320168,0.0,1.24320168
0.0888312,1.24320168,0.0,1.24320168
0.0987013,1.24320168,0.0,1.24320168
0.108571,1.24320168,0.0,1.24320168
0.118442,1.24320168,0.0,1.24320168
0.128312,1.24320168,0.0,1.24320168
0.138182,1.24320168,0.0,1.24320168
0.148052,1.24320168,0.0,1.24320168
0.157922,1.24320168,0.0,1.24320168
0.167792,1.24320168,0.0,1.24320168
0.177662,1.24320168,0.0,1.24320168
0.187532,1.24320168,0.0,1.24320168
0.197403,1.24320168,0.0,1.24320168
0.207273,1.24320168,0.0,1.24320168
0.217143,1.24320168,0.0,1.24320168
0.227013,1.24320168,0.0,1.24320168
0.236883,1.24320168,0.0,1.24320168
0.246753,1.24320168,0.0,1.24320168
0.256623,1.24320168,0.0,1.24320168
0.266494,1.24320168,0.0,1.24320168
0.276364,1.24320168,0.0,1.24320168
0.286234,1.24320168,0.0,1.24320168
0.296104,1.24320168,0.0,1.24320168
0.305974,1.24320168,0.0,1.24320168
0.315844,1.24320168,0.0,1.24320168
0.325714,1.24320168,0.0,1.24320168
0.335584,1.24320168,0.0,1.24320168
0.345455,1.24320168,0.0,1.24320168
0.355325,1.24320168,0.0,1.24320168
0.365195,1.24320168,0.0,1.24320168
0.375065,1.24320168,0.0,1.24320168
0.384935,1.24320168,0.0,1.24320168
0.394805,1.24320168,0.0,1.24320168
0.404675,1.24320168,0.0,1.24320168
0.414545,1.24320168,0.0,1.24320168
0.424416,1.24320168,0.0,1.24320168
0.434286,1.24320168,0.0,1.24320168
0.444156,1.24320168,0.0,1.24320168
0.454026,1.24320168,0.0,1.24320168
0.463896,1.24320168,0.0,1.24320168
0.473766,1.24320168,0.0,1.24320168
0.483636,1.24320168,0.0,1.24320168
0.493506,1.24320168,0.0,1.24320168
0.503377,1.24320168,0.0,1.24320168
0.513247,1.24320168,0.0,1.24320168
0.523117,1.24320168,0.0,1.24320168
0.532987,1.24320168,0.0,1.24320168
0.542857,1.24320168,0.0,1.24320168
0.552727,1.24320168,0.0,1.24320168
0.562597,1.24320168,0.0,1.24320168
0.572468,1.24320168,0.0,1.24320168
0.582338,1.24320168,0.0,1.24320168
0.592208,1.24320168,0.0,1.24320168
0.602078,1.24320168,0.0,1.24320168
0.611948,1.24320168,0.0,1.24320168
0.621818,1.24320168,0.0,1.24320168
0.631688,1.24320168,0.0,1.24320168
0.641558,1.24320168,0.0,1.24320168
0.651429,1.24320168,0.0,1.24320168
0.661299,1.24320168,0.0,1.24320168
0.671169,1.24320168,0.0,1.24320168
0.681039,1.24320168,0.0,1.24320168
0.690909,1.2427759260000002,8.909960851007998e-05,1.2428650256085103
0.700779,1.242350172,8.909960851007998e-05,1.2424392716085102
0.710649,1.241924418,8.909960851007998e-05,1.24201351760851
0.720519,1.24107291,0.0003563966751967,1.241429306675197
0.73039,1.2402214020000002,0.0003563966751967,1.240577798675197
0.74026,1.239369894,0.0003563966751967,1.239726290675197
0.75013,1.237666878,0.0014255867007869,1.2390924647007868
0.76,1.235112354,0.003207575353297,1.238319929353297
0.76987,1.232132076,0.004365856193188,1.2364979321931882
0.77974,1.227874536,0.008909960851008,1.236784496851008
0.78961,1.222765488,0.012830301413188,1.2355957894131882
0.799481,1.216804932,0.017463424772752,1.2342683567727522
0.809351,1.2099928680000005,0.022809471637057,1.232802339637057
0.819221,1.2019035420000002,0.032164825,1.234068367
0.829091,1.1929627080000005,0.039292705738692,1.2322554137386923
0.838961,1.183170366,0.047133571541553,1.2303039375415532
0.848831,1.172526516,0.055687035463297,1.228213551463297
0.858701,1.160605404,0.069853699091008,1.230459103091008
0.868571,1.148258538,0.074932566731008,1.2231911047310082
0.878442,1.13463441,0.091237605133297,1.225872015133297
0.888312,1.11973302,0.109146712627057,1.228879732627057
0.898182,1.103980122,0.121976908509673,1.225957030509673
0.908052,1.0878014700000005,0.1286593,1.2164607700000003
0.917922,1.069919802,0.1571711923115529,1.227090994311553
0.927792,1.05161238,0.1647445710927519,1.216356951092752
0.937662,1.03245345,0.180425915753188,1.212879365753188
0.947532,1.012017258,0.205284822611008,1.217302080611008
0.957403,0.990729558,0.2227490212752,1.2134785792752
0.967273,0.96859035,0.2409224147007999,1.2095127647008
0.977143,0.94517388,0.2695234136553,1.2146972936553
0.987013,0.920905902,0.289483425,1.210389327
0.996883,0.89621217,0.2997282266691999,1.1959403966692
1.00675,0.8698154220000001,0.3424997675008,1.2123151895008002
1.01662,0.8425671659999999,0.3649492948752,1.2075164608751998
1.02649,0.814893156,0.3764469892057,1.1913401452057
1.03636,0.7859418840000001,0.4119920449057,1.1979339289057005
1.04623,0.7557133500000001,0.4491466309008,1.2048599809008
1.0561,0.725059062,0.4618921172424999,1.1869511792425
1.06597,0.693553266,0.4879050309553001,1.1814582969553
1.07584,0.660770208,0.5282672450692,1.1890374530691998
1.08571,0.627135642,0.5560687114296999,1.1832043534297
1.09558,0.592649568,0.5845831013007999,1.1772326693008
1.10545,0.556886232,0.6286877241057,1.1855739561057
1.11532,0.520271388,0.6589767717672999,1.1792481597672997
1.12519,0.4828050359999999,0.6899861300752,1.1727911660752
1.13506,0.44491293,0.7057542421188,1.1506671721188
1.14494,0.4065950699999999,0.7217004971008,1.1282955671008
1.15481,0.36827721,0.7217004971008,1.0899777071008
1.16468,0.32995935,0.7217004971008,1.0516598471008
1.17455,0.292067244,0.7057542421188,0.9978214861188
1.18442,0.2563039079999999,0.6286877241057,0.8849916321056999
1.19429,0.2239466039999999,0.5146372,0.7385838039999999
1.20416,0.194569578,0.4242027506752001,0.6187723286752
1.21403,0.1685985839999998,0.3315368537425,0.5001354377424999
1.2239,0.146033622,0.2502809867425,0.3963146087425
1.23377,0.1247459219999999,0.2227490212752,0.3474949432752
1.24364,0.1038839759999999,0.213927384382425,0.3178113603824249
1.25351,0.083873538,0.196820043211008,0.280693581211008
1.26338,0.0647146079999999,0.180425915753188,0.2451405237531879
1.27325,0.0459814319999999,0.172496145573297,0.2184775775732969
1.28312,0.0280997639999999,0.1571711923115529,0.1852709563115529
1.29299,0.01064385,0.149775648667057,0.160419498667057
1.30286,-0.0046832940000001,0.1154727127186919,0.1107894187186917
1.31273,-0.0161786520000001,0.0649532821824249,0.0487746301824248
1.3226,-0.0238422239999999,0.0288681781796729,0.005025954179673
1.33247,-0.027248256,0.005702332732425,-0.021545923267575
1.34234,-0.027248256,1.9273442750793004e-18,-0.027248256
1.35221,-0.0246937320000001,0.003207575353297,-0.0214861566467031
1.36208,-0.0225649620000001,0.002227490212752,-0.0203374717872481
1.37195,-0.0204361920000001,0.002227490212752,-0.0182087017872481
1.38182,-0.01915893,0.0008018938383242,-0.0183570361616757
1.39169,-0.0178816680000001,0.0008018938383242,-0.0170797741616759
1.40156,-0.01703016,0.0003563966751967,-0.0166737633248032
1.41143,-0.0161786520000001,0.0003563966751967,-0.0158222553248033
1.4213,-0.0157528980000001,8.909960851007998e-05,-0.01566379839149
1.43117,-0.01490139,0.0003563966751967,-0.0145449933248032
1.44104,-0.0140498820000001,0.0003563966751967,-0.0136934853248033
1.45091,-0.0131983739999999,0.0003563966751967,-0.0128419773248032
1.46078,-0.012346866,0.0003563966751967,-0.0119904693248033
1.47065,-0.0114953580000001,0.0003563966751967,-0.0111389613248034
1.48052,-0.0110696039999999,8.909960851007998e-05,-0.0109805043914898
1.49039,-0.01064385,8.909960851007998e-05,-0.0105547503914899
1.50026,-0.01064385,0.0,-0.01064385
1.51013,-0.010218096,8.909960851007998e-05,-0.0101289963914899
1.52,-0.0097923420000001,8.909960851007998e-05,-0.00970324239149
1.52987,-0.0093665880000001,8.909960851007998e-05,-0.00927748839149
1.53974,-0.0089408339999999,8.909960851007998e-05,-0.0088517343914898
1.54961,-0.008089326,0.0003563966751967,-0.0077329293248033
1.55948,-0.0072378180000001,0.0003563966751967,-0.0068814213248034
1.56935,-0.005960556,0.0008018938383242,-0.0051586621616758
1.57922,-0.00425754,0.0014255867007869,-0.002831953299213
1.58909,-0.00212877,0.002227490212752,9.872021275199835e-05
1.59896,0.0,0.002227490212752,0.002227490212752
1.60883,0.00212877,0.002227490212752,0.004356260212752
1.6187,0.0038317859999998,0.0014255867007869,0.0052573727007867
1.62857,0.0051090479999999,0.0008018938383242,0.0059109418383241
1.63844,0.0059605559999998,0.0003563966751967,0.0063169526751965
1.64831,0.0068120639999999,0.0003563966751967,0.0071684606751966
1.65818,0.0072378179999999,8.909960851007998e-05,0.0073269176085099
1.66805,0.0080893259999998,0.0003563966751967,0.0084457226751965
1.67792,0.0089408339999999,0.0003563966751967,0.0092972306751966
1.68779,0.0097923419999998,0.0003563966751967,0.0101487386751966
1.69766,0.0102180959999998,8.909960851007998e-05,0.0103071956085099
1.70753,0.01064385,8.909960851007998e-05,0.01073294960851
1.7174,0.01064385,0.0,0.01064385
1.72727,0.01064385,0.0,0.01064385
1.73714,0.01064385,0.0,0.01064385
1.74701,0.01064385,0.0,0.01064385
1.75688,0.01064385,0.0,0.01064385
1.76675,0.0102180959999998,8.909960851007998e-05,0.0103071956085099
1.77662,0.0097923419999998,8.909960851007998e-05,0.0098814416085099
1.78649,0.0093665879999999,8.909960851007998e-05,0.0094556876085099
1.79636,0.0089408339999999,8.909960851007998e-05,0.00902993360851
1.80623,0.00851508,8.909960851007998e-05,0.00860417960851
1.8161,0.00851508,0.0,0.00851508
1.82597,0.0080893259999998,8.909960851007998e-05,0.0081784256085098
1.83584,0.0076635719999998,8.909960851007998e-05,0.0077526716085099
1.84571,0.0072378179999999,8.909960851007998e-05,0.0073269176085099
1.85558,0.0068120639999999,8.909960851007998e-05,0.00690116360851
1.86545,0.00638631,8.909960851007998e-05,0.00647540960851
1.87532,0.0059605559999998,8.909960851007998e-05,0.0060496556085098
1.88519,0.0055348019999998,8.909960851007998e-05,0.0056239016085099
1.89506,0.0051090479999999,8.909960851007998e-05,0.0051981476085099
1.90494,0.0046832939999999,8.909960851007998e-05,0.00477239360851
1.91481,0.00425754,8.909960851007998e-05,0.00434663960851
1.92468,0.00425754,0.0,0.00425754
1.93455,0.00425754,0.0,0.00425754
1.94442,0.0038317859999998,8.909960851007998e-05,0.0039208856085098
1.95429,0.0034060319999998,8.909960851007998e-05,0.0034951316085099
1.96416,0.0029802779999999,8.909960851007998e-05,0.0030693776085099
1.97403,0.0025545239999999,8.909960851007998e-05,0.00264362360851
1.9839,0.00212877,8.909960851007998e-05,0.00221786960851
1.99377,0.00212877,0.0,0.00212877
2.00364,0.00212877,0.0,0.00212877
2.01351,0.00212877,0.0,0.00212877
2.02338,0.0017030159999998,8.909960851007998e-05,0.0017921156085098
2.03325,0.0012772619999998,8.909960851007998e-05,0.0013663616085099
2.04312,0.0008515079999999,8.909960851007998e-05,0.0009406076085099
2.05299,0.0004257539999999,8.909960851007998e-05,0.00051485360851
2.06286,0.0,8.909960851007998e-05,8.909960851007998e-05
2.07273,0.0,0.0,0.0
2.0826,0.0,0.0,0.0
2.09247,0.0,0.0,0.0
2.10234,0.0,0.0,0.0
2.11221,0.0,0.0,0.0
2.12208,0.0,0.0,0.0
2.13195,0.0,0.0,0.0
2.14182,0.0,0.0,0.0
2.15169,0.0,0.0,0.0
2.16156,0.0,0.0,0.0
