index, frame, sample, time, raw[0], cal[0]
0,10,0,0.005,1777,2.25
1,10,1,0.01,1777,2.25
2,11,0,0.015,1775,2.26667
3,11,1,0.02,1785,2.18333
4,12,0,0.025,1783,2.2
5,12,1,0.03,1791,2.13333
6,13,0,0.035,1788,2.15833
7,13,1,0.04,1784,2.19167
8,14,0,0.045,1793,2.11667
9,14,1,0.05,1784,2.19167
10,15,0,0.055,1776,2.25833
11,15,1,0.06,1789,2.15
12,16,0,0.065,1784,2.19167
13,16,1,0.07,1784,2.19167
14,17,0,0.075,1787,2.16667
15,17,1,0.08,1779,2.23333
16,18,0,0.085,1777,2.25
17,18,1,0.09,1784,2.19167
18,19,0,0.095,1786,2.175
19,19,1,0.1,1786,2.175
20,20,0,0.105,1780,2.225
21,20,1,0.11,1784,2.19167
22,21,0,0.115,1779,2.23333
23,21,1,0.12,1780,2.225
24,22,0,0.125,1782,2.20833
25,22,1,0.13,1781,2.21667
26,23,0,0.135,1779,2.23333
27,23,1,0.14,1786,2.175
28,24,0,0.145,1784,2.19167
29,24,1,0.15,1785,2.18333
30,25,0,0.155,1787,2.16667
31,25,1,0.16,1784,2.19167
32,26,0,0.165,1787,2.16667
33,26,1,0.17,1784,2.19167
34,27,0,0.175,1787,2.16667
35,27,1,0.18,1782,2.20833
36,28,0,0.185,1787,2.16667
37,28,1,0.19,1786,2.175
38,29,0,0.195,1777,2.25
39,29,1,0.2,1782,2.20833
40,30,0,0.205,1786,2.175
41,30,1,0.21,1792,2.125
42,31,0,0.215,1792,2.125
43,31,1,0.22,1792,2.125
44,32,0,0.225,1792,2.125
45,32,1,0.23,1787,2.16667
46,33,0,0.235,1787,2.16667
47,33,1,0.24,1779,2.23333
48,34,0,0.245,1783,2.2
49,34,1,0.25,1773,2.28333
50,35,0,0.255,1778,2.24167
51,35,1,0.26,1779,2.23333
52,36,0,0.265,1776,2.25833
53,36,1,0.27,1788,2.15833
54,37,0,0.275,1778,2.24167
55,37,1,0.28,1786,2.175
56,38,0,0.285,1793,2.11667
57,38,1,0.29,1786,2.175
58,39,0,0.295,1791,2.13333
59,39,1,0.3,1791,2.13333
60,40,0,0.305,1784,2.19167
61,40,1,0.31,1785,2.18333
62,41,0,0.315,1787,2.16667
63,41,1,0.32,1777,2.25
64,42,0,0.325,1780,2.225
65,42,1,0.33,1780,2.225
66,43,0,0.335,1780,2.225
67,43,1,0.34,1780,2.225
68,44,0,0.345,1782,2.20833
69,44,1,0.35,1790,2.14167
70,45,0,0.355,1786,2.175
71,45,1,0.36,1786,2.175
72,46,0,0.365,1782,2.20833
73,46,1,0.37,1783,2.2
74,47,0,0.375,1784,2.19167
75,47,1,0.38,1786,2.175
76,48,0,0.385,1784,2.19167
77,48,1,0.39,1781,2.21667
78,49,0,0.395,1778,2.24167
79,49,1,0.4,1775,2.26667
80,50,0,0.405,1779,2.23333
81,50,1,0.41,1779,2.23333
82,51,0,0.415,1782,2.20833
83,51,1,0.42,1784,2.19167
84,52,0,0.425,1785,2.18333
85,52,1,0.43,1786,2.175
86,53,0,0.435,1785,2.18333
87,53,1,0.44,1781,2.21667
88,54,0,0.445,1779,2.23333
89,54,1,0.45,1785,2.18333
90,55,0,0.455,1795,2.1
91,55,1,0.46,1811,1.96667
92,56,0,0.465,1821,1.88333
93,56,1,0.47,1827,1.83333
94,57,0,0.475,1831,1.8
95,57,1,0.48,1830,1.80833
96,58,0,0.485,1832,1.79167
97,58,1,0.49,1831,1.8
98,59,0,0.495,1833,1.78333
99,59,1,0.5,1639,3.4
100,60,0,0.505,1799,2.06667
101,60,1,0.51,1770,2.30833
102,61,0,0.515,1818,1.90833
103,61,1,0.52,1864,1.525
104,62,0,0.525,1820,1.89167
105,62,1,0.53,1829,1.81667
106,63,0,0.535,1841,1.71667
107,63,1,0.54,1831,1.8
108,64,0,0.545,1830,1.80833
109,64,1,0.55,1835,1.76667
110,65,0,0.555,1833,1.78333
111,65,1,0.56,1840,1.725
112,66,0,0.565,1831,1.8
113,66,1,0.57,1832,1.79167
114,67,0,0.575,1837,1.75
115,67,1,0.58,1836,1.75833
116,68,0,0.585,1831,1.8
117,68,1,0.59,1833,1.78333
118,69,0,0.595,1832,1.79167
119,69,1,0.6,1833,1.78333
120,70,0,0.605,1836,1.75833
121,70,1,0.61,1833,1.78333
122,71,0,0.615,1827,1.83333
123,71,1,0.62,1838,1.74167
124,72,0,0.625,1830,1.80833
125,72,1,0.63,1831,1.8
126,73,0,0.635,1833,1.78333
127,73,1,0.64,1830,1.80833
128,74,0,0.645,1830,1.80833
129,74,1,0.65,1822,1.875
130,75,0,0.655,1820,1.89167
131,75,1,0.66,1826,1.84167
132,76,0,0.665,1808,1.99167
133,76,1,0.67,1801,2.05
134,77,0,0.675,1792,2.125
