index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
0,10,0,0.0101075,0,0,0,0,0,0
1,11,0,0.0202151,0,0,0,0,0,0
2,12,0,0.0303226,0,0,0,0,0,0
3,13,0,0.0404301,0,0,0,0,0,0
4,14,0,0.0505376,0,0,0,0,0,0
5,15,0,0.0606452,0,0,0,0,0,0
6,16,0,0.0707527,0,0,0,0,0,0
7,17,0,0.0808602,0,0,0,0,0,0
8,18,0,0.0909677,0,0,0,0,0,0
9,19,0,0.101075,0,0,0,0,0,0
10,20,0,0.111183,0,0,0,0,0,0
11,21,0,0.12129,0,0,0,0,0,0
12,22,0,0.131398,0,0,0,0,0,0
13,23,0,0.141505,0,0,0,0,0,0
14,24,0,0.151613,0,0,0,0,0,0
15,25,0,0.16172,0,0,0,0,0,0
16,26,0,0.171828,0,0,0,0,0,0
17,27,0,0.181935,0,0,0,0,0,0
18,28,0,0.192043,0,0,0,0,0,0
19,29,0,0.202151,0,0,0,0,0,0
20,30,0,0.212258,0,0,0,0,0,0
21,31,0,0.222366,0,0,0,0,0,0
22,32,0,0.232473,0,0,0,0,0,0
23,33,0,0.242581,0,0,0,0,0,0
24,34,0,0.252688,0,0,0,0,0,0
25,35,0,0.262796,0,0,0,0,0,0
26,36,0,0.272903,0,0,0,0,0,0
27,37,0,0.283011,0,0,0,0,0,0
28,38,0,0.293118,0,0,0,0,0,0
29,39,0,0.303226,0,0,0,0,0,0
30,40,0,0.313333,0,0,0,0,0,0
31,41,0,0.323441,0,0,0,0,0,0
32,42,0,0.333548,0,0,0,0,0,0
33,43,0,0.343656,0,0,0,0,0,0
34,44,0,0.353763,0,0,0,0,0,0
35,45,0,0.363871,0,0,0,0,0,0
36,46,0,0.373978,0,0,0,0,0,0
37,47,0,0.384086,0,0,0,0,0,0
38,48,0,0.394194,0,0,0,0,0,0
39,49,0,0.404301,0,0,0,0,0,0
40,50,0,0.414409,0,0,0,0,0,0
41,51,0,0.424516,0,0,0,0,0,0
42,52,0,0.434624,0,0,0,0,0,0
43,53,0,0.444731,0,0,0,0,0,0
44,54,0,0.454839,0,0,0,0,0,0
45,55,0,0.464946,0,0,0,0,0,0
46,56,0,0.475054,0,0,0,0,0,0
47,57,0,0.485161,0,0,0,0,0,0
48,58,0,0.495269,0,0,0,0,0,0
49,59,0,0.505376,0,0,0,0,0,-0.0889851
50,60,0,0.515484,0,0,0,0,0,-0.249158
51,61,0,0.525591,0,0,0,0,0,-0.462723
52,62,0,0.535699,0,0,0,0,0,-0.800866
53,63,0,0.545806,0,0,0,0,0,-1.228
54,64,0,0.555914,0,-0.0002,0,-0.0197872,0,-1.61953
55,65,0,0.566022,0,-0.0006,0,-0.0395745,0,-2.04666
56,67,0,0.576129,-1,-0.0012,-1,-0.0593617,-1,-2.47379
57,68,0,0.586237,-2,-0.0022,-1,-0.0989362,0,-2.68735
58,69,0,0.596344,-3,-0.0036,-1,-0.138511,0,-2.86532
59,70,0,0.606452,-5,-0.0052,-2,-0.158298,-1,-2.88312
60,71,0,0.616559,-7,-0.0072,-2,-0.197872,0,-2.82973
61,72,0,0.626667,-9,-0.0096,-2,-0.237447,0,-2.70515
62,73,0,0.636774,-12,-0.012,-3,-0.237447,-1,-2.59837
63,74,0,0.646882,-15,-0.0148,-3,-0.277021,0,-2.50938
64,75,0,0.656989,-17,-0.0178,-2,-0.296809,1,-2.45599
65,76,0,0.667097,-21,-0.021,-4,-0.316596,-2,-2.43819
66,77,0,0.677204,-24,-0.0244,-3,-0.336383,1,-2.367
67,78,0,0.687312,-28,-0.0282,-4,-0.375957,-1,-2.45599
68,79,0,0.697419,-32,-0.0322,-4,-0.395745,0,-2.4026
69,80,0,0.707527,-36,-0.0364,-4,-0.415532,0,-2.49158
70,81,0,0.717634,-41,-0.041,-5,-0.455106,-1,-2.43819
71,82,0,0.727742,-45,-0.0456,-4,-0.455106,1,-2.43819
72,83,0,0.737849,-51,-0.0506,-6,-0.494681,-2,-2.3848
73,84,0,0.747957,-55,-0.0558,-4,-0.514468,2,-2.3848
74,85,0,0.758065,-61,-0.0614,-6,-0.554043,-2,-2.43819
75,86,0,0.768172,-67,-0.067,-6,-0.554043,0,-2.43819
76,87,0,0.77828,-73,-0.073,-6,-0.593617,0,-2.58057
77,88,0,0.788387,-79,-0.0792,-6,-0.613404,0,-2.56277
